--------- beginning of main
09-02 17:27:17.722 14031 14031 E adbd    : recv: OPEN 0002479e 00000000 0086:73 68 65 6C 6C 2C 76 32 2C 54 45 52 4D 3D 78 74 65 72 6D 2D 32 35 36 63 6F 6C 6F 72 2C 72 61 77 3A 61 6D 20 73 74 61 72 74 20 2D 53 20 2D 61 20 61 6E 64 72 6F 69 64 2E 69 6E 74 65 6E 74 2E 61 63 74 69 6F 6E 2E 56 49 45 57 20 2D 6E 20 63 6F 6D 2E 6F 70 65 72 61 2E 62 72 6F 77 73 65 72 2F 63 6F 6D 2E 6F 70 65 72 61 2E 4F 70 65 72 61 20 2D 2D 61 63 74 69 76 69 74 79 2D 63 6C 65 61 72 2D 74 61 73 6B 00 
09-02 17:27:17.722 14031 14031 E adbd    : service_to_fd: shell,v2,TERM=xterm-256color,raw:am start -S -a android.intent.action.VIEW -n com.opera.browser/com.opera.Opera --activity-clear-task
09-02 17:27:18.624  6534  6534 W ResourceType: ResTable_typeSpec entry count inconsistent: given 1869, previously 1868
09-02 17:27:18.624  6534  6534 W ResourceType: ResTable_typeSpec entry count inconsistent: given 100, previously 115
09-02 17:27:18.624  6534  6534 W ResourceType: ResTable_typeSpec entry count inconsistent: given 281, previously 1857
09-02 17:27:18.640  6534  6534 W ResourceType: ResTable_typeSpec entry count inconsistent: given 1869, previously 1868
09-02 17:27:18.640  6534  6534 W ResourceType: ResTable_typeSpec entry count inconsistent: given 100, previously 115
09-02 17:27:18.640  6534  6534 W ResourceType: ResTable_typeSpec entry count inconsistent: given 281, previously 1857
09-02 17:27:18.643  6534  6534 W ResourceType: ResTable_typeSpec entry count inconsistent: given 1869, previously 1868
09-02 17:27:18.643  6534  6534 W ResourceType: ResTable_typeSpec entry count inconsistent: given 100, previously 115
09-02 17:27:18.644  6534  6534 W ResourceType: ResTable_typeSpec entry count inconsistent: given 281, previously 1857
09-02 17:27:18.646  6534  6534 W ResourceType: For resource 0x7f15044e, entry index(1102) is beyond type entryCount(281)
09-02 17:27:18.648  6534  6534 W ResourceType: For resource 0x7f150164, entry index(356) is beyond type entryCount(281)
09-02 17:27:18.648  6534  6534 W ResourceType: For resource 0x7f1504b5, entry index(1205) is beyond type entryCount(281)
09-02 17:27:18.648  6534  6534 W ResourceType: For resource 0x7f1504bd, entry index(1213) is beyond type entryCount(281)
09-02 17:27:18.648  6534  6534 W ResourceType: For resource 0x7f1504c0, entry index(1216) is beyond type entryCount(281)
09-02 17:27:18.648  6534  6534 W ResourceType: For resource 0x7f1504bf, entry index(1215) is beyond type entryCount(281)
09-02 17:27:18.648  6534  6534 W ResourceType: For resource 0x7f150479, entry index(1145) is beyond type entryCount(281)
09-02 17:27:18.648  6534  6534 W ResourceType: For resource 0x7f150473, entry index(1139) is beyond type entryCount(281)
09-02 17:27:18.648  6534  6534 W ResourceType: For resource 0x7f150498, entry index(1176) is beyond type entryCount(281)
09-02 17:27:18.648  6534  6534 W ResourceType: For resource 0x7f15029d, entry index(669) is beyond type entryCount(281)
09-02 17:27:18.648  6534  6534 W ResourceType: For resource 0x7f15044f, entry index(1103) is beyond type entryCount(281)
09-02 17:27:18.648  6534  6534 W ResourceType: For resource 0x7f150298, entry index(664) is beyond type entryCount(281)
09-02 17:27:18.648  6534  6534 W ResourceType: For resource 0x7f1502a7, entry index(679) is beyond type entryCount(281)
09-02 17:27:18.650  6534  6534 W ResourceType: For resource 0x7f150165, entry index(357) is beyond type entryCount(281)
09-02 17:27:18.659  6534  6629 I FA      : App measurement initialized, version: 75017
09-02 17:27:18.659  6534  6629 I FA      : To enable debug logging run: adb shell setprop log.tag.FA VERBOSE
09-02 17:27:18.659  6534  6629 I FA      : To enable faster debug mode event logging run:
09-02 17:27:18.659  6534  6629 I FA      :   adb shell setprop debug.firebase.analytics.app com.opera.browser
09-02 17:27:18.664  3979  4046 I WindowManager: Destroying surface Surface(name=com.example.batterymanager_utility/com.example.batterymanager_utility.MainActivity) called by com.android.server.wm.WindowStateAnimator.destroySurface:2501 com.android.server.wm.WindowStateAnimator.destroySurfaceLocked:985 com.android.server.wm.WindowState.destroyOrSaveSurfaceUnchecked:3671 com.android.server.wm.WindowState.destroySurface:3619 com.android.server.wm.AppWindowToken.destroySurfaces:722 com.android.server.wm.AppWindowToken.destroySurfaces:706 com.android.server.wm.WindowState.onExitAnimationDone:5333 com.android.server.wm.WindowStateAnimator.stepAnimationLocked:550 
09-02 17:27:18.664  3462  3501 I SurfaceFlinger: id=3476 Removed com.example.batterymanager_utility/com.example.batterymanager_utility.MainActivity#0 (2/5)
09-02 17:27:18.667  3462  3501 I SurfaceFlinger: id=3476 Removed com.example.batterymanager_utility/com.example.batterymanager_utility.MainActivity#0 (-2/5)
09-02 17:27:18.668  3462  3462 I SurfaceFlinger: Display 0 HWC layers:
09-02 17:27:18.668  3462  3462 I SurfaceFlinger:     type    |    handle    | flag |  format   |   source crop (l,t,r,b)    |         frame       | name 
09-02 17:27:18.668  3462  3462 I SurfaceFlinger: ------------+--------------+------+-----------+----------------------------+---------------------+------
09-02 17:27:18.668  3462  3462 I SurfaceFlinger:      Device | 0x7abe68b7c0 | 0002 | RGBA_8888 |   0.0    0.0  720.0 1280.0 |    0    0  720 1280 | Splash Screen com.opera.browser#0
09-02 17:27:18.668  3462  3462 I SurfaceFlinger:      Device | 0x7ac4c24240 | 0000 | RGBA_8888 |   0.0    0.0  720.0   42.0 |    0    0  720   42 | StatusBar#0
09-02 17:27:18.668  3462  3462 I SurfaceFlinger: 
09-02 17:27:18.680  3462  3462 I Layer   : id=3476 onRemoved com.example.batterymanager_utility/com.example.batterymanager_utility.MainActivity#0 
09-02 17:27:18.708  6534  6534 W ResourceType: For resource 0x7f15050e, entry index(1294) is beyond type entryCount(281)
09-02 17:27:18.708  6534  6534 W ResourceType: For resource 0x7f15061f, entry index(1567) is beyond type entryCount(281)
09-02 17:27:18.708  6534  6534 W ResourceType: For resource 0x7f15061f, entry index(1567) is beyond type entryCount(281)
09-02 17:27:18.708  6534  6534 W ResourceType: For resource 0x7f15058c, entry index(1420) is beyond type entryCount(281)
09-02 17:27:18.708  6534  6534 W ResourceType: For resource 0x7f150590, entry index(1424) is beyond type entryCount(281)
09-02 17:27:18.708  6534  6534 W ResourceType: For resource 0x7f15058e, entry index(1422) is beyond type entryCount(281)
09-02 17:27:18.708  6534  6534 W ResourceType: For resource 0x7f1504c3, entry index(1219) is beyond type entryCount(281)
09-02 17:27:18.708  6534  6534 W ResourceType: For resource 0x7f15059e, entry index(1438) is beyond type entryCount(281)
09-02 17:27:18.708  6534  6534 W ResourceType: For resource 0x7f150282, entry index(642) is beyond type entryCount(281)
09-02 17:27:18.708  6534  6534 W ResourceType: For resource 0x7f1504c3, entry index(1219) is beyond type entryCount(281)
09-02 17:27:18.708  6534  6534 W ResourceType: For resource 0x7f150719, entry index(1817) is beyond type entryCount(281)
09-02 17:27:18.708  6534  6534 W ResourceType: For resource 0x7f150578, entry index(1400) is beyond type entryCount(281)
09-02 17:27:18.708  6534  6534 W ResourceType: For resource 0x7f150284, entry index(644) is beyond type entryCount(281)
09-02 17:27:18.708  6534  6534 W ResourceType: For resource 0x7f150579, entry index(1401) is beyond type entryCount(281)
09-02 17:27:18.708  6534  6534 W ResourceType: For resource 0x7f1505e7, entry index(1511) is beyond type entryCount(281)
09-02 17:27:18.708  6534  6534 W ResourceType: For resource 0x7f15071e, entry index(1822) is beyond type entryCount(281)
09-02 17:27:18.708  6534  6534 I chatty  : uid=10158(u0_a158) identical 2 lines
09-02 17:27:18.708  6534  6534 W ResourceType: For resource 0x7f15071e, entry index(1822) is beyond type entryCount(281)
09-02 17:27:18.708  6534  6534 W ResourceType: For resource 0x7f150580, entry index(1408) is beyond type entryCount(281)
09-02 17:27:18.708  6534  6534 W ResourceType: For resource 0x7f15071e, entry index(1822) is beyond type entryCount(281)
09-02 17:27:18.708  6534  6534 W ResourceType: For resource 0x7f15017b, entry index(379) is beyond type entryCount(281)
09-02 17:27:18.708  6534  6534 W ResourceType: For resource 0x7f150283, entry index(643) is beyond type entryCount(281)
09-02 17:27:18.708  6534  6534 W ResourceType: For resource 0x7f1505a2, entry index(1442) is beyond type entryCount(281)
09-02 17:27:18.708  6534  6534 W ResourceType: For resource 0x7f1506f4, entry index(1780) is beyond type entryCount(281)
09-02 17:27:18.708  6534  6534 W ResourceType: For resource 0x7f150588, entry index(1416) is beyond type entryCount(281)
09-02 17:27:18.708  6534  6534 W ResourceType: For resource 0x7f15059f, entry index(1439) is beyond type entryCount(281)
09-02 17:27:18.708  6534  6534 W ResourceType: For resource 0x7f150649, entry index(1609) is beyond type entryCount(281)
09-02 17:27:18.708  6534  6534 W ResourceType: For resource 0x7f150442, entry index(1090) is beyond type entryCount(281)
09-02 17:27:18.708  6534  6534 W ResourceType: For resource 0x7f150718, entry index(1816) is beyond type entryCount(281)
09-02 17:27:18.708  6534  6534 W ResourceType: For resource 0x7f15017c, entry index(380) is beyond type entryCount(281)
09-02 17:27:18.708  6534  6534 W ResourceType: For resource 0x7f15059d, entry index(1437) is beyond type entryCount(281)
09-02 17:27:18.708  6534  6534 W ResourceType: For resource 0x7f15020a, entry index(522) is beyond type entryCount(281)
09-02 17:27:18.708  6534  6534 W ResourceType: For resource 0x7f150586, entry index(1414) is beyond type entryCount(281)
09-02 17:27:18.708  6534  6534 W ResourceType: For resource 0x7f15071c, entry index(1820) is beyond type entryCount(281)
09-02 17:27:18.708  6534  6534 W ResourceType: For resource 0x7f1502af, entry index(687) is beyond type entryCount(281)
09-02 17:27:18.708  6534  6534 W ResourceType: For resource 0x7f150274, entry index(628) is beyond type entryCount(281)
09-02 17:27:18.708  6534  6534 W ResourceType: For resource 0x7f150244, entry index(580) is beyond type entryCount(281)
09-02 17:27:18.708  6534  6534 W ResourceType: For resource 0x7f150274, entry index(628) is beyond type entryCount(281)
09-02 17:27:18.708  6534  6534 W ResourceType: For resource 0x7f150372, entry index(882) is beyond type entryCount(281)
09-02 17:27:18.708  6534  6534 W ResourceType: For resource 0x7f15035b, entry index(859) is beyond type entryCount(281)
09-02 17:27:18.708  6534  6534 W ResourceType: For resource 0x7f15035c, entry index(860) is beyond type entryCount(281)
09-02 17:27:18.708  6534  6534 W ResourceType: For resource 0x7f1502ad, entry index(685) is beyond type entryCount(281)
09-02 17:27:18.708  6534  6534 W ResourceType: For resource 0x7f150565, entry index(1381) is beyond type entryCount(281)
09-02 17:27:18.708  6534  6534 W ResourceType: For resource 0x7f150567, entry index(1383) is beyond type entryCount(281)
09-02 17:27:18.713 22051 22051 D BoundBrokerSvc: onBind: Intent { act=com.google.android.gms.measurement.START pkg=com.google.android.gms }
09-02 17:27:18.713 22051 22051 D BoundBrokerSvc: Loading bound service for intent: Intent { act=com.google.android.gms.measurement.START pkg=com.google.android.gms }
09-02 17:27:18.718  6534  6534 W ResourceType: For resource 0x7f15050e, entry index(1294) is beyond type entryCount(281)
09-02 17:27:18.718  6534  6534 W ResourceType: For resource 0x7f15061f, entry index(1567) is beyond type entryCount(281)
09-02 17:27:18.718  6534  6534 W ResourceType: For resource 0x7f15061f, entry index(1567) is beyond type entryCount(281)
09-02 17:27:18.718  6534  6534 W ResourceType: For resource 0x7f15058c, entry index(1420) is beyond type entryCount(281)
09-02 17:27:18.718  6534  6534 W ResourceType: For resource 0x7f150590, entry index(1424) is beyond type entryCount(281)
09-02 17:27:18.718  6534  6534 W ResourceType: For resource 0x7f15058e, entry index(1422) is beyond type entryCount(281)
09-02 17:27:18.718  6534  6534 W ResourceType: For resource 0x7f1504c3, entry index(1219) is beyond type entryCount(281)
09-02 17:27:18.718  6534  6534 W ResourceType: For resource 0x7f15059e, entry index(1438) is beyond type entryCount(281)
09-02 17:27:18.718  6534  6534 W ResourceType: For resource 0x7f150282, entry index(642) is beyond type entryCount(281)
09-02 17:27:18.718  6534  6534 W ResourceType: For resource 0x7f1504c3, entry index(1219) is beyond type entryCount(281)
09-02 17:27:18.718  6534  6534 W ResourceType: For resource 0x7f150719, entry index(1817) is beyond type entryCount(281)
09-02 17:27:18.718  6534  6534 W ResourceType: For resource 0x7f150578, entry index(1400) is beyond type entryCount(281)
09-02 17:27:18.718  6534  6534 W ResourceType: For resource 0x7f150284, entry index(644) is beyond type entryCount(281)
09-02 17:27:18.718  6534  6534 W ResourceType: For resource 0x7f150579, entry index(1401) is beyond type entryCount(281)
09-02 17:27:18.718  6534  6534 W ResourceType: For resource 0x7f1505e7, entry index(1511) is beyond type entryCount(281)
09-02 17:27:18.718  6534  6534 W ResourceType: For resource 0x7f15071e, entry index(1822) is beyond type entryCount(281)
09-02 17:27:18.718  6534  6534 I chatty  : uid=10158(u0_a158) identical 2 lines
09-02 17:27:18.718  6534  6534 W ResourceType: For resource 0x7f15071e, entry index(1822) is beyond type entryCount(281)
09-02 17:27:18.718  6534  6534 W ResourceType: For resource 0x7f150580, entry index(1408) is beyond type entryCount(281)
09-02 17:27:18.718  6534  6534 W ResourceType: For resource 0x7f15071e, entry index(1822) is beyond type entryCount(281)
09-02 17:27:18.718  6534  6534 W ResourceType: For resource 0x7f15017b, entry index(379) is beyond type entryCount(281)
09-02 17:27:18.718  6534  6534 W ResourceType: For resource 0x7f150283, entry index(643) is beyond type entryCount(281)
09-02 17:27:18.718  6534  6534 W ResourceType: For resource 0x7f1505a2, entry index(1442) is beyond type entryCount(281)
09-02 17:27:18.718  6534  6534 W ResourceType: For resource 0x7f1506f4, entry index(1780) is beyond type entryCount(281)
09-02 17:27:18.718  6534  6534 W ResourceType: For resource 0x7f150588, entry index(1416) is beyond type entryCount(281)
09-02 17:27:18.718  6534  6534 W ResourceType: For resource 0x7f15059f, entry index(1439) is beyond type entryCount(281)
09-02 17:27:18.718  6534  6534 W ResourceType: For resource 0x7f150649, entry index(1609) is beyond type entryCount(281)
09-02 17:27:18.718  6534  6534 W ResourceType: For resource 0x7f150442, entry index(1090) is beyond type entryCount(281)
09-02 17:27:18.718  6534  6534 W ResourceType: For resource 0x7f150718, entry index(1816) is beyond type entryCount(281)
09-02 17:27:18.718  6534  6534 W ResourceType: For resource 0x7f15017c, entry index(380) is beyond type entryCount(281)
09-02 17:27:18.718  6534  6534 W ResourceType: For resource 0x7f15059d, entry index(1437) is beyond type entryCount(281)
09-02 17:27:18.718  6534  6534 W ResourceType: For resource 0x7f15020a, entry index(522) is beyond type entryCount(281)
09-02 17:27:18.718  6534  6534 W ResourceType: For resource 0x7f150586, entry index(1414) is beyond type entryCount(281)
09-02 17:27:18.718  6534  6534 W ResourceType: For resource 0x7f15071c, entry index(1820) is beyond type entryCount(281)
09-02 17:27:18.718  6534  6534 W ResourceType: For resource 0x7f1502af, entry index(687) is beyond type entryCount(281)
09-02 17:27:18.718  6534  6534 W ResourceType: For resource 0x7f150274, entry index(628) is beyond type entryCount(281)
09-02 17:27:18.718  6534  6534 W ResourceType: For resource 0x7f150244, entry index(580) is beyond type entryCount(281)
09-02 17:27:18.718  6534  6534 W ResourceType: For resource 0x7f150274, entry index(628) is beyond type entryCount(281)
09-02 17:27:18.718  6534  6534 W ResourceType: For resource 0x7f150372, entry index(882) is beyond type entryCount(281)
09-02 17:27:18.718  6534  6534 W ResourceType: For resource 0x7f15035b, entry index(859) is beyond type entryCount(281)
09-02 17:27:18.718  6534  6534 W ResourceType: For resource 0x7f15035c, entry index(860) is beyond type entryCount(281)
09-02 17:27:18.718  6534  6534 W ResourceType: For resource 0x7f1502ad, entry index(685) is beyond type entryCount(281)
09-02 17:27:18.718  6534  6534 W ResourceType: For resource 0x7f150565, entry index(1381) is beyond type entryCount(281)
09-02 17:27:18.718  6534  6534 W ResourceType: For resource 0x7f150567, entry index(1383) is beyond type entryCount(281)
09-02 17:27:18.725  6534  6534 W ResourceType: For resource 0x7f15050e, entry index(1294) is beyond type entryCount(281)
09-02 17:27:18.725  6534  6534 W ResourceType: For resource 0x7f15061f, entry index(1567) is beyond type entryCount(281)
09-02 17:27:18.725  6534  6534 W ResourceType: For resource 0x7f15061f, entry index(1567) is beyond type entryCount(281)
09-02 17:27:18.725  6534  6534 W ResourceType: For resource 0x7f15058c, entry index(1420) is beyond type entryCount(281)
09-02 17:27:18.725  6534  6534 W ResourceType: For resource 0x7f150590, entry index(1424) is beyond type entryCount(281)
09-02 17:27:18.725  6534  6534 W ResourceType: For resource 0x7f15058e, entry index(1422) is beyond type entryCount(281)
09-02 17:27:18.725  6534  6534 W ResourceType: For resource 0x7f1504c3, entry index(1219) is beyond type entryCount(281)
09-02 17:27:18.725  6534  6534 W ResourceType: For resource 0x7f15059e, entry index(1438) is beyond type entryCount(281)
09-02 17:27:18.725  6534  6534 W ResourceType: For resource 0x7f150282, entry index(642) is beyond type entryCount(281)
09-02 17:27:18.725  6534  6534 W ResourceType: For resource 0x7f1504c3, entry index(1219) is beyond type entryCount(281)
09-02 17:27:18.725  6534  6534 W ResourceType: For resource 0x7f150719, entry index(1817) is beyond type entryCount(281)
09-02 17:27:18.725  6534  6534 W ResourceType: For resource 0x7f150578, entry index(1400) is beyond type entryCount(281)
09-02 17:27:18.725  6534  6534 W ResourceType: For resource 0x7f150284, entry index(644) is beyond type entryCount(281)
09-02 17:27:18.725  6534  6534 W ResourceType: For resource 0x7f150579, entry index(1401) is beyond type entryCount(281)
09-02 17:27:18.725  6534  6534 W ResourceType: For resource 0x7f1505e7, entry index(1511) is beyond type entryCount(281)
09-02 17:27:18.725  6534  6534 W ResourceType: For resource 0x7f15071e, entry index(1822) is beyond type entryCount(281)
09-02 17:27:18.725  6534  6534 I chatty  : uid=10158(u0_a158) identical 2 lines
09-02 17:27:18.725  6534  6534 W ResourceType: For resource 0x7f15071e, entry index(1822) is beyond type entryCount(281)
09-02 17:27:18.725  6534  6534 W ResourceType: For resource 0x7f150580, entry index(1408) is beyond type entryCount(281)
09-02 17:27:18.725  6534  6534 W ResourceType: For resource 0x7f15071e, entry index(1822) is beyond type entryCount(281)
09-02 17:27:18.725  6534  6534 W ResourceType: For resource 0x7f15017b, entry index(379) is beyond type entryCount(281)
09-02 17:27:18.725  6534  6534 W ResourceType: For resource 0x7f150283, entry index(643) is beyond type entryCount(281)
09-02 17:27:18.725  6534  6534 W ResourceType: For resource 0x7f1505a2, entry index(1442) is beyond type entryCount(281)
09-02 17:27:18.725  6534  6534 W ResourceType: For resource 0x7f1506f4, entry index(1780) is beyond type entryCount(281)
09-02 17:27:18.725  6534  6534 W ResourceType: For resource 0x7f150588, entry index(1416) is beyond type entryCount(281)
09-02 17:27:18.725  6534  6534 W ResourceType: For resource 0x7f15059f, entry index(1439) is beyond type entryCount(281)
09-02 17:27:18.725  6534  6534 W ResourceType: For resource 0x7f150649, entry index(1609) is beyond type entryCount(281)
09-02 17:27:18.725  6534  6534 W ResourceType: For resource 0x7f150442, entry index(1090) is beyond type entryCount(281)
09-02 17:27:18.725  6534  6534 W ResourceType: For resource 0x7f150718, entry index(1816) is beyond type entryCount(281)
09-02 17:27:18.725  6534  6534 W ResourceType: For resource 0x7f15017c, entry index(380) is beyond type entryCount(281)
09-02 17:27:18.725  6534  6534 W ResourceType: For resource 0x7f15059d, entry index(1437) is beyond type entryCount(281)
09-02 17:27:18.725  6534  6534 W ResourceType: For resource 0x7f15020a, entry index(522) is beyond type entryCount(281)
